ValueMeaning	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	ConceptualDomain	UpdatedValueMeaning
HL7:M	Male	FHIR (HL7)	http://hl7.org/fhir/v3/AdministrativeGender	Enumerated	String	OSIRIS:AdministrativeGender
HL7:F	Female	FHIR (HL7)	http://hl7.org/fhir/v3/AdministrativeGender	Enumerated	String	OSIRIS:AdministrativeGender
HL7:UN	Undifferentiated	FHIR (HL7)	http://hl7.org/fhir/v3/AdministrativeGender	Enumerated	String	OSIRIS:AdministrativeGender
UMLS:C0439673	Unknown	UMLS		Enumerated	String	OSIRIS:AdministrativeGender
UMLS:C1882062	Neoplasm	UMLS		Enumerated	String	OSIRIS:EventType	NCI:C0375111
UMLS:C2939419	Metastatic Malignant Neoplasm	UMLS		Enumerated	String	OSIRIS:EventType	NCI:CL107025
UMLS:C0521158	Recurrent tumor	UMLS		Enumerated	String	OSIRIS:EventType	NCI:C0521158
UMLS:C0677930	Primary tumor	UMLS		Enumerated	String	OSIRIS:EventType	NCI:C0677930
UMLS:C0439673	Unknown	UMLS		Enumerated	String	OSIRIS:EventType	-
ICDO3:C00	LIP	ICDO3	http://codes.iarc.fr/topography/C00	Enumerated	String	ICDO3:Topography
ICDO3:C00.0	External upper lip	ICDO3	http://codes.iarc.fr/topography/C00.0	Enumerated	String	ICDO3:Topography
ICDO3:C00.1	External lower lip	ICDO3	http://codes.iarc.fr/topography/C00.1	Enumerated	String	ICDO3:Topography
ICDO3:C00.2	External lip, NOS	ICDO3	http://codes.iarc.fr/topography/C00.2	Enumerated	String	ICDO3:Topography
ICDO3:C00.3	Mucosa of upper lip	ICDO3	http://codes.iarc.fr/topography/C00.3	Enumerated	String	ICDO3:Topography
ICDO3:C00.4	Mucosa of lower lip	ICDO3	http://codes.iarc.fr/topography/C00.4	Enumerated	String	ICDO3:Topography
ICDO3:C00.5	Mucosa of lip, NOS	ICDO3	http://codes.iarc.fr/topography/C00.5	Enumerated	String	ICDO3:Topography
ICDO3:C00.6	Commissure of lip	ICDO3	http://codes.iarc.fr/topography/C00.6	Enumerated	String	ICDO3:Topography
ICDO3:C00.8	Overlapping lesion of lip	ICDO3	http://codes.iarc.fr/topography/C00.8	Enumerated	String	ICDO3:Topography
ICDO3:C00.9	Lip, NOS	ICDO3	http://codes.iarc.fr/topography/C00.9	Enumerated	String	ICDO3:Topography
ICDO3:C01	BASE OF TONGUE	ICDO3	http://codes.iarc.fr/topography/C01	Enumerated	String	ICDO3:Topography
ICDO3:C01.9	Base of tongue, NOS	ICDO3	http://codes.iarc.fr/topography/C01.9	Enumerated	String	ICDO3:Topography
ICDO3:C02	OTHER AND UNSPECIFIED PARTS OF TONGUE	ICDO3	http://codes.iarc.fr/topography/C02	Enumerated	String	ICDO3:Topography
ICDO3:C02.0	Dorsal surface of tongue, NOS	ICDO3	http://codes.iarc.fr/topography/C02.0	Enumerated	String	ICDO3:Topography
ICDO3:C02.1	Border of tongue	ICDO3	http://codes.iarc.fr/topography/C02.1	Enumerated	String	ICDO3:Topography
ICDO3:C02.2	Ventral surface of tongue, NOS	ICDO3	http://codes.iarc.fr/topography/C02.2	Enumerated	String	ICDO3:Topography
ICDO3:C02.3	Anterior 2/3 of tongue, NOS	ICDO3	http://codes.iarc.fr/topography/C02.3	Enumerated	String	ICDO3:Topography
ICDO3:C02.4	Lingual tonsil	ICDO3	http://codes.iarc.fr/topography/C02.4	Enumerated	String	ICDO3:Topography
ICDO3:C02.8	Overlapping lesion of tongue	ICDO3	http://codes.iarc.fr/topography/C02.8	Enumerated	String	ICDO3:Topography
ICDO3:C02.9	Tongue, NOS	ICDO3	http://codes.iarc.fr/topography/C02.9	Enumerated	String	ICDO3:Topography
ICDO3:C03	GUM	ICDO3	http://codes.iarc.fr/topography/C03	Enumerated	String	ICDO3:Topography
ICDO3:C03.0	Upper gum	ICDO3	http://codes.iarc.fr/topography/C03.0	Enumerated	String	ICDO3:Topography
ICDO3:C03.1	Lower gum	ICDO3	http://codes.iarc.fr/topography/C03.1	Enumerated	String	ICDO3:Topography
ICDO3:C03.9	Gum, NOS	ICDO3	http://codes.iarc.fr/topography/C03.9	Enumerated	String	ICDO3:Topography
ICDO3:C04	FLOOR OF MOUTH	ICDO3	http://codes.iarc.fr/topography/C04	Enumerated	String	ICDO3:Topography
ICDO3:C04.0	Anterior floor of mouth	ICDO3	http://codes.iarc.fr/topography/C04.0	Enumerated	String	ICDO3:Topography
ICDO3:C04.1	Lateral floor of mouth	ICDO3	http://codes.iarc.fr/topography/C04.1	Enumerated	String	ICDO3:Topography
ICDO3:C04.8	Overlapping lesion of floor of mouth	ICDO3	http://codes.iarc.fr/topography/C04.8	Enumerated	String	ICDO3:Topography
ICDO3:C04.9	Floor of mouth, NOS	ICDO3	http://codes.iarc.fr/topography/C04.9	Enumerated	String	ICDO3:Topography
ICDO3:C05	PALATE	ICDO3	http://codes.iarc.fr/topography/C05	Enumerated	String	ICDO3:Topography
ICDO3:C05.0	Hard palate	ICDO3	http://codes.iarc.fr/topography/C05.0	Enumerated	String	ICDO3:Topography
ICDO3:C05.1	Soft palate, NOS	ICDO3	http://codes.iarc.fr/topography/C05.1	Enumerated	String	ICDO3:Topography
ICDO3:C05.2	Uvula	ICDO3	http://codes.iarc.fr/topography/C05.2	Enumerated	String	ICDO3:Topography
ICDO3:C05.8	Overlapping lesion of palate	ICDO3	http://codes.iarc.fr/topography/C05.8	Enumerated	String	ICDO3:Topography
ICDO3:C05.9	Palate, NOS	ICDO3	http://codes.iarc.fr/topography/C05.9	Enumerated	String	ICDO3:Topography
ICDO3:C06	OTHER AND UNSPECIFIED PARTS OF MOUTH	ICDO3	http://codes.iarc.fr/topography/C06	Enumerated	String	ICDO3:Topography
ICDO3:C06.0	Cheek mucosa	ICDO3	http://codes.iarc.fr/topography/C06.0	Enumerated	String	ICDO3:Topography
ICDO3:C06.1	Vestibule of mouth	ICDO3	http://codes.iarc.fr/topography/C06.1	Enumerated	String	ICDO3:Topography
ICDO3:C06.2	Retromolar area	ICDO3	http://codes.iarc.fr/topography/C06.2	Enumerated	String	ICDO3:Topography
